OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Region,Category,SubCategory,ProductID,ProductName,Sales,Quantity,Discount,Profit,ShippingCost
ORD-102696,2024-04-29,2024-05-06,Standard Class,CUST-3377,Sandra Lee,Consumer,Central,Furniture,Furnishings,PROD-2800,Furnishings PROD-2800,36.89,10,0.1,5.16,2.85
ORD-102697,2023-12-17,2023-12-19,Same Day,CUST-5422,Mary Taylor,Consumer,South,Technology,Copiers,PROD-1546,Copiers PROD-1546,13.83,2,0.0,0.97,0.83
ORD-102698,2023-12-01,2023-12-04,Standard Class,CUST-5457,Joseph Clark,Corporate,Central,Technology,Copiers,PROD-2942,Copiers PROD-2942,14.88,8,0.2,1.19,1.44
ORD-102699,2021-12-24,2021-12-26,First Class,CUST-9088,Charles Garcia,Consumer,South,Technology,Phones,PROD-8784,Phones PROD-8784,38.67,7,0.05,1.55,5.24
ORD-102700,2021-10-11,2021-10-21,Standard Class,CUST-3283,Donald Johnson,Corporate,Central,Furniture,Furnishings,PROD-7396,Furnishings PROD-7396,11.19,10,0.0,1.9,1.63
ORD-102701,2025-06-11,2025-06-18,Second Class,CUST-4872,Jennifer Lee,Corporate,Central,Furniture,Tables,PROD-2408,Tables PROD-2408,21.62,7,0.2,-2.38,3.13
ORD-102702,2023-07-17,2023-07-24,First Class,CUST-7297,Ashley Smith,Home Office,West,Office Supplies,Storage,PROD-6007,Storage PROD-6007,13.16,2,0.1,0.39,1.68
ORD-102703,2025-09-02,2025-09-09,Same Day,CUST-8257,Jennifer Miller,Corporate,East,Technology,Phones,PROD-9250,Phones PROD-9250,29.25,1,0.0,2.34,1.68
ORD-102704,2021-03-12,2021-03-16,First Class,CUST-2912,David Thomas,Home Office,West,Technology,Machines,PROD-4640,Machines PROD-4640,16.34,1,0.15,-0.33,0.99
ORD-102705,2022-09-24,2022-10-01,First Class,CUST-6552,Karen Garcia,Corporate,Central,Furniture,Chairs,PROD-3801,Chairs PROD-3801,23.54,9,0.0,6.36,2.41
ORD-102706,2024-03-11,2024-03-21,First Class,CUST-9471,Lisa Walker,Corporate,West,Furniture,Furnishings,PROD-7970,Furnishings PROD-7970,21.95,6,0.05,3.95,3.28
ORD-102707,2024-09-29,2024-10-02,Standard Class,CUST-6166,Charles Davis,Home Office,Central,Office Supplies,Storage,PROD-1768,Storage PROD-1768,37.16,5,0.15,1.49,3.53
ORD-102708,2022-07-09,2022-07-18,Second Class,CUST-8193,John Young,Consumer,East,Technology,Accessories,PROD-2904,Accessories PROD-2904,14.74,6,0.05,0.59,1.46
ORD-102709,2025-11-30,2025-12-02,Same Day,CUST-4898,William Jackson,Consumer,West,Furniture,Tables,PROD-2888,Tables PROD-2888,31.79,10,0.15,2.23,4.65
ORD-102710,2023-05-10,2023-05-13,First Class,CUST-9828,James Smith,Corporate,Central,Furniture,Chairs,PROD-8720,Chairs PROD-8720,19.31,10,0.25,-0.19,2.4
ORD-102711,2025-06-23,2025-06-28,Same Day,CUST-8353,Karen Davis,Consumer,East,Technology,Copiers,PROD-3543,Copiers PROD-3543,32.87,1,0.1,0.66,2.31
ORD-102712,2024-06-25,2024-07-03,Standard Class,CUST-1734,Joseph White,Corporate,Central,Furniture,Tables,PROD-6697,Tables PROD-6697,10.26,7,0.15,0.72,0.64
ORD-102713,2022-06-22,2022-06-30,First Class,CUST-5692,Jessica Rodriguez,Consumer,East,Office Supplies,Binders,PROD-3662,Binders PROD-3662,31.96,10,0.05,1.28,3.19
ORD-102714,2023-05-18,2023-05-23,Same Day,CUST-8740,Matthew Lee,Home Office,East,Furniture,Furnishings,PROD-1301,Furnishings PROD-1301,19.37,10,0.05,3.68,2.47
ORD-102715,2023-11-10,2023-11-17,First Class,CUST-2881,Karen Walker,Consumer,West,Furniture,Bookcases,PROD-1721,Bookcases PROD-1721,39.93,10,0.05,8.78,3.42
ORD-102716,2023-12-21,2023-12-31,Second Class,CUST-9141,Donald Thompson,Consumer,Central,Furniture,Tables,PROD-9491,Tables PROD-9491,66.94,6,0.15,4.02,8.46
ORD-102717,2022-06-22,2022-06-29,Same Day,CUST-4060,William Anderson,Consumer,South,Furniture,Chairs,PROD-7564,Chairs PROD-7564,11.69,4,0.0,3.39,1.63
ORD-102718,2022-05-21,2022-05-31,First Class,CUST-1496,Barbara Harris,Home Office,Central,Technology,Phones,PROD-3200,Phones PROD-3200,5.35,8,0.0,1.55,0.38
ORD-102719,2021-01-20,2021-01-21,Same Day,CUST-8321,Joseph Walker,Home Office,Central,Office Supplies,Binders,PROD-4771,Binders PROD-4771,6.51,3,0.1,0.13,0.36
ORD-102720,2022-05-07,2022-05-14,Second Class,CUST-6357,Patricia Wilson,Home Office,South,Technology,Phones,PROD-7600,Phones PROD-7600,20.29,2,0.0,1.62,2.08
ORD-102721,2021-04-05,2021-04-14,Standard Class,CUST-5756,Elizabeth Davis,Home Office,West,Technology,Accessories,PROD-5785,Accessories PROD-5785,36.04,8,0.15,3.6,5.03
ORD-102722,2023-05-23,2023-05-26,Second Class,CUST-6684,Lisa Anderson,Home Office,Central,Furniture,Furnishings,PROD-6400,Furnishings PROD-6400,28.85,7,0.0,2.02,2.31
ORD-102723,2025-12-24,2026-01-03,First Class,CUST-7804,Betty Jackson,Home Office,West,Technology,Accessories,PROD-4734,Accessories PROD-4734,25.79,3,0.05,2.32,3.01
ORD-102724,2022-12-31,2023-01-08,First Class,CUST-2982,Thomas Moore,Corporate,South,Office Supplies,Binders,PROD-4923,Binders PROD-4923,13.49,8,0.25,-1.48,0.9
ORD-102725,2025-12-25,2026-01-03,Standard Class,CUST-9419,Elizabeth Williams,Home Office,West,Technology,Copiers,PROD-5537,Copiers PROD-5537,21.97,7,0.25,0.88,3.27
ORD-102726,2025-02-18,2025-02-24,Second Class,CUST-5352,Jessica Anderson,Corporate,West,Furniture,Bookcases,PROD-8445,Bookcases PROD-8445,10.84,2,0.0,1.73,1.3
ORD-102727,2024-11-06,2024-11-11,First Class,CUST-9122,Ashley Martin,Corporate,East,Office Supplies,Labels,PROD-6017,Labels PROD-6017,70.9,6,0.1,4.25,3.67
ORD-102728,2024-04-05,2024-04-11,Same Day,CUST-2597,Donald Robinson,Consumer,West,Technology,Accessories,PROD-2577,Accessories PROD-2577,24.94,6,0.1,4.74,2.58
ORD-102729,2025-06-07,2025-06-10,Second Class,CUST-3403,Jennifer King,Corporate,Central,Furniture,Furnishings,PROD-8931,Furnishings PROD-8931,23.63,2,0.3,-4.96,2.79
ORD-102730,2022-06-18,2022-06-26,Standard Class,CUST-4457,Ashley Jones,Consumer,East,Office Supplies,Storage,PROD-2523,Storage PROD-2523,28.88,2,0.2,-2.31,2.58
ORD-102731,2024-05-15,2024-05-17,Same Day,CUST-7794,Susan Wright,Corporate,East,Office Supplies,Art,PROD-2819,Art PROD-2819,11.72,6,0.05,1.64,1.28
ORD-102732,2023-12-25,2023-12-26,Second Class,CUST-8308,Nancy Jones,Home Office,South,Furniture,Chairs,PROD-7002,Chairs PROD-7002,10.66,10,0.15,0.96,1.5
ORD-102733,2024-08-23,2024-08-26,Same Day,CUST-1624,John Walker,Home Office,South,Technology,Accessories,PROD-8990,Accessories PROD-8990,10.98,3,0.2,-0.44,0.74
ORD-102734,2024-09-18,2024-09-19,Second Class,CUST-3140,Richard Wright,Home Office,West,Office Supplies,Binders,PROD-3655,Binders PROD-3655,19.68,3,0.3,-2.76,1.18
ORD-102735,2023-06-01,2023-06-11,Same Day,CUST-7408,Anthony Davis,Corporate,East,Technology,Machines,PROD-4266,Machines PROD-4266,12.22,7,0.05,0.37,1.65
ORD-102736,2022-05-02,2022-05-08,First Class,CUST-4217,Robert Rodriguez,Corporate,South,Furniture,Bookcases,PROD-9219,Bookcases PROD-9219,36.72,4,0.05,8.08,5.2
ORD-102737,2022-02-12,2022-02-13,Same Day,CUST-1152,Robert Garcia,Corporate,East,Furniture,Tables,PROD-3172,Tables PROD-3172,21.74,7,0.1,2.39,1.58
ORD-102738,2025-08-19,2025-08-22,Same Day,CUST-3398,Elizabeth Miller,Consumer,East,Furniture,Furnishings,PROD-4390,Furnishings PROD-4390,26.39,1,0.5,-6.07,3.01
ORD-102739,2021-10-17,2021-10-26,First Class,CUST-7301,Anthony Martinez,Home Office,East,Furniture,Tables,PROD-4286,Tables PROD-4286,11.91,5,0.15,-0.12,1.2
ORD-102740,2022-08-08,2022-08-13,First Class,CUST-6316,Matthew Lee,Consumer,East,Furniture,Chairs,PROD-3180,Chairs PROD-3180,19.74,4,0.05,1.78,2.03
ORD-102741,2025-09-03,2025-09-08,First Class,CUST-3348,Sarah Walker,Consumer,West,Furniture,Furnishings,PROD-7605,Furnishings PROD-7605,33.53,10,0.25,-1.34,4.73
ORD-102742,2025-11-20,2025-11-29,Same Day,CUST-1648,Ashley Martinez,Corporate,East,Office Supplies,Art,PROD-9175,Art PROD-9175,31.61,5,0.0,9.48,2.37
ORD-102743,2025-03-31,2025-04-09,Standard Class,CUST-6846,James Walker,Home Office,West,Technology,Copiers,PROD-7422,Copiers PROD-7422,28.95,2,0.0,6.66,1.74
ORD-102744,2024-11-17,2024-11-26,Standard Class,CUST-1938,John Thompson,Home Office,West,Office Supplies,Storage,PROD-8677,Storage PROD-8677,16.8,1,0.1,-0.34,2.49
ORD-102745,2023-04-17,2023-04-21,Second Class,CUST-7407,Matthew Lewis,Consumer,Central,Furniture,Bookcases,PROD-2272,Bookcases PROD-2272,14.76,6,0.0,1.77,1.44
ORD-102746,2021-09-16,2021-09-25,Standard Class,CUST-1436,Elizabeth Davis,Consumer,Central,Technology,Copiers,PROD-6099,Copiers PROD-6099,19.23,2,0.2,-1.35,0.97
ORD-102747,2024-11-10,2024-11-19,Standard Class,CUST-8463,Matthew Allen,Consumer,West,Furniture,Chairs,PROD-3281,Chairs PROD-3281,40.72,4,0.0,11.81,5.68
ORD-102748,2024-05-30,2024-06-03,First Class,CUST-7029,Ashley Williams,Home Office,West,Furniture,Tables,PROD-8400,Tables PROD-8400,27.52,9,0.15,0.83,3.89
ORD-102749,2025-09-04,2025-09-10,Second Class,CUST-3735,Linda Young,Corporate,South,Furniture,Bookcases,PROD-3484,Bookcases PROD-3484,19.2,3,0.1,1.92,1.7
ORD-102750,2025-05-03,2025-05-11,Same Day,CUST-6947,John Davis,Corporate,Central,Furniture,Tables,PROD-6726,Tables PROD-6726,21.92,7,0.0,6.36,1.2
ORD-102751,2021-08-17,2021-08-24,Same Day,CUST-4771,Karen Clark,Home Office,West,Office Supplies,Labels,PROD-9461,Labels PROD-9461,14.04,1,0.0,3.23,1.0
ORD-102752,2025-07-22,2025-07-27,Standard Class,CUST-7022,Linda Lee,Home Office,West,Office Supplies,Storage,PROD-2997,Storage PROD-2997,14.62,4,0.1,0.29,0.89
ORD-102753,2025-02-05,2025-02-12,Second Class,CUST-9087,David Brown,Consumer,South,Office Supplies,Labels,PROD-4818,Labels PROD-4818,18.73,6,0.1,1.12,2.57
ORD-102754,2021-08-03,2021-08-09,First Class,CUST-7266,Sandra White,Corporate,East,Office Supplies,Binders,PROD-8058,Binders PROD-8058,14.04,8,0.0,4.07,0.94
ORD-102755,2022-06-27,2022-07-05,Same Day,CUST-3111,Robert Williams,Home Office,East,Furniture,Tables,PROD-1751,Tables PROD-1751,29.03,2,0.15,-1.74,2.82
ORD-102756,2025-10-24,2025-10-31,Standard Class,CUST-7211,Anthony Martinez,Home Office,West,Furniture,Tables,PROD-1059,Tables PROD-1059,20.91,9,0.05,1.67,1.45
ORD-102757,2025-07-15,2025-07-23,First Class,CUST-2785,Daniel Taylor,Consumer,Central,Office Supplies,Binders,PROD-6225,Binders PROD-6225,38.95,7,0.05,3.51,4.7
ORD-102758,2024-01-01,2024-01-02,First Class,CUST-3202,Anthony Martinez,Consumer,Central,Furniture,Chairs,PROD-1323,Chairs PROD-1323,17.31,3,0.15,-0.87,1.14
ORD-102759,2023-05-25,2023-06-01,First Class,CUST-2139,Linda Anderson,Corporate,Central,Technology,Phones,PROD-3205,Phones PROD-3205,21.02,4,0.1,2.52,1.27
ORD-102760,2025-09-07,2025-09-12,Same Day,CUST-4973,Ashley Martinez,Corporate,South,Furniture,Bookcases,PROD-8158,Bookcases PROD-8158,12.2,10,0.1,0.98,1.55
ORD-102761,2024-07-16,2024-07-20,Second Class,CUST-8112,Betty Martinez,Corporate,South,Office Supplies,Art,PROD-8039,Art PROD-8039,7.91,1,0.15,0.71,1.07
ORD-102762,2021-01-04,2021-01-07,Second Class,CUST-1324,Jessica Lewis,Home Office,East,Office Supplies,Art,PROD-8426,Art PROD-8426,33.82,10,0.1,4.06,2.27
ORD-102763,2024-10-27,2024-11-03,First Class,CUST-2707,David Young,Home Office,West,Office Supplies,Paper,PROD-4816,Paper PROD-4816,22.8,9,0.1,0.91,3.0
ORD-102764,2024-12-13,2024-12-17,Standard Class,CUST-6167,David Wilson,Home Office,East,Technology,Copiers,PROD-9148,Copiers PROD-9148,12.77,10,0.25,-0.89,1.72
ORD-102765,2022-12-14,2022-12-17,Second Class,CUST-7287,Richard Hall,Corporate,East,Office Supplies,Storage,PROD-9952,Storage PROD-9952,42.51,4,0.1,3.4,2.9
ORD-102766,2021-12-27,2021-12-29,Same Day,CUST-6378,Patricia Smith,Corporate,West,Office Supplies,Binders,PROD-4693,Binders PROD-4693,18.14,7,0.15,-1.09,2.57
ORD-102767,2024-09-02,2024-09-08,Same Day,CUST-7760,Linda Miller,Corporate,Central,Technology,Copiers,PROD-6825,Copiers PROD-6825,19.15,9,0.05,2.3,2.61
ORD-102768,2021-07-05,2021-07-08,Second Class,CUST-7071,Donald Brown,Corporate,South,Office Supplies,Labels,PROD-4249,Labels PROD-4249,10.33,7,0.1,0.72,1.22
ORD-102769,2024-11-09,2024-11-12,First Class,CUST-7432,Lisa Garcia,Corporate,Central,Furniture,Bookcases,PROD-7078,Bookcases PROD-7078,13.68,6,0.2,0.0,0.69
ORD-102770,2021-08-29,2021-09-05,Standard Class,CUST-9892,Joseph Moore,Home Office,East,Office Supplies,Art,PROD-5656,Art PROD-5656,18.84,8,0.1,1.13,2.43
ORD-102771,2023-03-10,2023-03-11,First Class,CUST-4355,Betty Davis,Home Office,West,Office Supplies,Storage,PROD-4240,Storage PROD-4240,11.82,2,0.2,-1.65,0.98
ORD-102772,2021-05-15,2021-05-18,Standard Class,CUST-4365,Joseph Williams,Home Office,South,Furniture,Chairs,PROD-2774,Chairs PROD-2774,24.24,10,0.1,-0.24,2.84
ORD-102773,2021-12-22,2021-12-26,Second Class,CUST-8439,Mary Jackson,Consumer,South,Furniture,Furnishings,PROD-3739,Furnishings PROD-3739,13.67,5,0.05,3.01,0.68
ORD-102774,2025-04-23,2025-04-30,Second Class,CUST-9162,Richard Moore,Home Office,East,Technology,Copiers,PROD-6018,Copiers PROD-6018,18.55,5,0.4,-6.31,2.72
ORD-102775,2023-10-29,2023-11-03,Standard Class,CUST-4171,Matthew Jackson,Consumer,East,Office Supplies,Paper,PROD-5654,Paper PROD-5654,29.41,10,0.1,1.76,3.19
ORD-102776,2022-01-07,2022-01-15,Same Day,CUST-1747,Daniel White,Corporate,Central,Technology,Phones,PROD-7703,Phones PROD-7703,20.66,7,0.0,4.55,1.58
ORD-102777,2022-10-08,2022-10-09,Same Day,CUST-6362,Betty Jones,Consumer,West,Office Supplies,Storage,PROD-2551,Storage PROD-2551,69.8,7,0.1,9.07,8.1
ORD-102778,2025-03-17,2025-03-23,Same Day,CUST-4630,Patricia Wright,Consumer,West,Office Supplies,Labels,PROD-7700,Labels PROD-7700,22.83,4,0.05,0.23,2.54
ORD-102779,2023-08-07,2023-08-12,Same Day,CUST-4061,Mary Allen,Consumer,South,Furniture,Furnishings,PROD-8688,Furnishings PROD-8688,26.25,10,0.1,1.84,1.61
ORD-102780,2023-12-23,2023-12-27,Second Class,CUST-7510,Daniel Clark,Consumer,East,Technology,Machines,PROD-2304,Machines PROD-2304,15.79,9,0.1,3.0,1.14
ORD-102781,2021-01-17,2021-01-20,First Class,CUST-8698,Elizabeth Taylor,Consumer,Central,Technology,Accessories,PROD-2462,Accessories PROD-2462,67.98,6,0.1,-2.04,7.1
ORD-102782,2023-03-29,2023-04-05,First Class,CUST-9692,Anthony Walker,Consumer,South,Furniture,Chairs,PROD-4581,Chairs PROD-4581,21.47,1,0.05,4.08,2.58
ORD-102783,2025-10-03,2025-10-05,First Class,CUST-5445,Michael Garcia,Consumer,East,Technology,Copiers,PROD-2132,Copiers PROD-2132,47.85,1,0.15,3.35,5.13
ORD-102784,2024-01-09,2024-01-18,Second Class,CUST-8730,Daniel Taylor,Home Office,South,Technology,Phones,PROD-7426,Phones PROD-7426,11.42,8,0.3,-2.17,0.73
ORD-102785,2021-12-18,2021-12-28,Same Day,CUST-1005,Nancy White,Home Office,South,Technology,Accessories,PROD-5490,Accessories PROD-5490,24.91,1,0.15,3.24,1.77
ORD-102786,2024-02-14,2024-02-20,Standard Class,CUST-3195,Patricia Lewis,Consumer,South,Technology,Accessories,PROD-2973,Accessories PROD-2973,18.86,2,0.15,-0.57,1.59
ORD-102787,2024-11-26,2024-12-03,First Class,CUST-2971,Anthony Harris,Home Office,South,Office Supplies,Paper,PROD-3693,Paper PROD-3693,38.82,3,0.1,2.33,5.55
ORD-102788,2024-06-03,2024-06-10,Standard Class,CUST-5160,Charles Thomas,Home Office,East,Technology,Accessories,PROD-1293,Accessories PROD-1293,46.03,9,0.1,-0.92,6.4
ORD-102789,2022-11-20,2022-11-22,Standard Class,CUST-5373,Karen Harris,Corporate,West,Technology,Accessories,PROD-4739,Accessories PROD-4739,11.17,3,0.1,1.12,1.0
ORD-102790,2022-07-25,2022-07-30,Second Class,CUST-4031,James Young,Corporate,East,Furniture,Tables,PROD-8224,Tables PROD-8224,23.65,10,0.15,2.36,1.41
ORD-102791,2025-10-28,2025-11-03,Same Day,CUST-4641,Thomas Jones,Corporate,East,Office Supplies,Binders,PROD-8733,Binders PROD-8733,21.47,8,0.05,0.21,2.72
ORD-102792,2023-08-28,2023-08-29,Second Class,CUST-5494,Christopher Brown,Home Office,West,Technology,Machines,PROD-9402,Machines PROD-9402,11.47,8,0.1,0.57,1.33
ORD-102793,2024-10-13,2024-10-15,Standard Class,CUST-4496,Joseph Miller,Consumer,West,Furniture,Tables,PROD-6170,Tables PROD-6170,9.29,4,0.15,1.02,0.73
ORD-102794,2021-03-13,2021-03-23,Second Class,CUST-6382,Jessica Wright,Consumer,West,Office Supplies,Labels,PROD-6209,Labels PROD-6209,14.01,7,0.25,-1.96,1.07
ORD-102795,2024-07-10,2024-07-13,Second Class,CUST-2733,Donald Lee,Corporate,East,Furniture,Tables,PROD-5699,Tables PROD-5699,10.44,7,0.15,-0.84,1.32
ORD-102796,2022-09-10,2022-09-16,Same Day,CUST-1081,Karen White,Corporate,Central,Technology,Accessories,PROD-3540,Accessories PROD-3540,19.47,6,0.05,0.58,1.09
ORD-102797,2024-06-05,2024-06-09,Second Class,CUST-2034,Joseph Brown,Home Office,Central,Furniture,Chairs,PROD-1233,Chairs PROD-1233,15.79,9,0.1,-0.79,2.25
ORD-102798,2024-08-13,2024-08-18,First Class,CUST-5320,Lisa Martinez,Consumer,West,Furniture,Bookcases,PROD-2545,Bookcases PROD-2545,23.71,4,0.0,6.4,1.65
ORD-102799,2025-08-03,2025-08-05,Second Class,CUST-9425,Linda Allen,Home Office,Central,Technology,Machines,PROD-6165,Machines PROD-6165,22.6,4,0.1,0.9,2.63
ORD-102800,2023-11-27,2023-12-07,First Class,CUST-6364,Anthony Thompson,Consumer,Central,Office Supplies,Paper,PROD-8409,Paper PROD-8409,11.12,3,0.0,1.11,0.8
ORD-102801,2024-10-18,2024-10-26,Second Class,CUST-8061,Jennifer Robinson,Corporate,South,Office Supplies,Labels,PROD-3815,Labels PROD-3815,41.13,9,0.0,5.35,2.24
ORD-102802,2022-09-24,2022-09-29,Standard Class,CUST-7897,Karen Allen,Consumer,East,Technology,Machines,PROD-6015,Machines PROD-6015,23.17,3,0.15,-1.85,1.64
ORD-102803,2022-06-12,2022-06-15,Second Class,CUST-6252,Betty Young,Consumer,Central,Office Supplies,Art,PROD-9807,Art PROD-9807,22.05,6,0.0,4.63,3.1
ORD-102804,2025-03-12,2025-03-16,Standard Class,CUST-5331,Karen Allen,Consumer,West,Furniture,Chairs,PROD-1403,Chairs PROD-1403,12.43,4,0.05,0.25,1.43
ORD-102805,2022-12-07,2022-12-15,Standard Class,CUST-7465,Richard Lewis,Corporate,Central,Office Supplies,Binders,PROD-5934,Binders PROD-5934,13.09,4,0.0,3.53,1.84
ORD-102806,2025-10-22,2025-10-24,Same Day,CUST-4612,Richard Young,Home Office,West,Office Supplies,Binders,PROD-1816,Binders PROD-1816,19.89,5,0.2,0.4,1.36
ORD-102807,2024-10-06,2024-10-11,Standard Class,CUST-6613,Elizabeth Allen,Corporate,South,Furniture,Tables,PROD-6809,Tables PROD-6809,26.25,4,0.3,-4.46,3.08
ORD-102808,2023-01-20,2023-01-28,Same Day,CUST-5623,Nancy Allen,Home Office,West,Furniture,Tables,PROD-7231,Tables PROD-7231,19.27,1,0.05,4.43,2.73
ORD-102809,2023-07-13,2023-07-22,First Class,CUST-8124,Richard Davis,Corporate,East,Office Supplies,Storage,PROD-7611,Storage PROD-7611,6.73,6,0.05,0.94,0.45
ORD-102810,2023-08-13,2023-08-20,First Class,CUST-6001,Barbara Clark,Corporate,South,Furniture,Bookcases,PROD-1742,Bookcases PROD-1742,16.36,8,0.0,4.09,1.87
ORD-102811,2023-07-06,2023-07-12,Same Day,CUST-4793,Elizabeth Rodriguez,Home Office,South,Office Supplies,Binders,PROD-3488,Binders PROD-3488,28.49,2,0.2,2.28,2.43
ORD-102812,2022-12-31,2023-01-07,First Class,CUST-8895,Linda Smith,Consumer,East,Technology,Machines,PROD-1203,Machines PROD-1203,31.82,8,0.0,6.05,3.45
ORD-102813,2023-09-10,2023-09-17,Second Class,CUST-4165,Barbara Anderson,Consumer,South,Office Supplies,Labels,PROD-9920,Labels PROD-9920,24.14,7,0.2,-2.41,1.73
ORD-102814,2024-04-24,2024-05-01,Same Day,CUST-8900,Michael Robinson,Consumer,West,Furniture,Chairs,PROD-6388,Chairs PROD-6388,28.02,4,0.0,5.32,2.41
ORD-102815,2024-05-30,2024-06-07,Same Day,CUST-2976,Mary Smith,Consumer,West,Technology,Phones,PROD-8273,Phones PROD-8273,35.23,10,0.1,0.7,2.03
ORD-102816,2023-04-09,2023-04-10,Second Class,CUST-2404,Richard Allen,Corporate,South,Technology,Accessories,PROD-2516,Accessories PROD-2516,17.49,6,0.1,-0.52,1.99
ORD-102817,2021-10-26,2021-10-31,First Class,CUST-8647,Jessica Robinson,Corporate,Central,Technology,Accessories,PROD-1044,Accessories PROD-1044,32.82,1,0.25,-4.59,2.68
ORD-102818,2022-06-01,2022-06-03,First Class,CUST-7577,Nancy Miller,Home Office,West,Technology,Copiers,PROD-3201,Copiers PROD-3201,17.1,10,0.25,-1.71,1.22
ORD-102819,2022-07-28,2022-07-31,First Class,CUST-5934,Donald Young,Consumer,West,Technology,Accessories,PROD-1838,Accessories PROD-1838,18.92,1,0.0,3.41,1.42
ORD-102820,2022-04-09,2022-04-16,Standard Class,CUST-3535,James Wilson,Consumer,East,Office Supplies,Storage,PROD-3627,Storage PROD-3627,31.11,1,0.3,-0.62,4.34
ORD-102821,2021-07-04,2021-07-13,Second Class,CUST-3539,Donald Rodriguez,Corporate,West,Office Supplies,Storage,PROD-3404,Storage PROD-3404,18.69,1,0.25,-1.12,1.77
ORD-102822,2025-08-30,2025-09-09,Standard Class,CUST-6813,Jennifer Jackson,Home Office,South,Technology,Phones,PROD-5821,Phones PROD-5821,17.36,10,0.05,2.78,2.45
ORD-102823,2025-04-10,2025-04-12,Same Day,CUST-6435,Elizabeth King,Consumer,South,Technology,Accessories,PROD-1472,Accessories PROD-1472,12.43,6,0.15,-0.75,1.1
ORD-102824,2023-07-18,2023-07-19,Same Day,CUST-9377,Charles Brown,Corporate,Central,Furniture,Bookcases,PROD-5835,Bookcases PROD-5835,15.53,5,0.1,1.55,2.12
ORD-102825,2025-03-30,2025-04-05,First Class,CUST-9041,Donald Allen,Consumer,Central,Technology,Phones,PROD-2935,Phones PROD-2935,11.8,10,0.0,0.94,1.16
ORD-102826,2024-04-07,2024-04-08,Same Day,CUST-8025,Matthew Jackson,Home Office,West,Furniture,Chairs,PROD-7267,Chairs PROD-7267,44.89,1,0.0,12.12,5.63
ORD-102827,2022-10-08,2022-10-10,Same Day,CUST-8022,Matthew Lewis,Consumer,Central,Furniture,Furnishings,PROD-5726,Furnishings PROD-5726,27.98,8,0.1,4.76,2.85
ORD-102828,2025-06-15,2025-06-18,Standard Class,CUST-5067,Lisa Davis,Home Office,West,Furniture,Chairs,PROD-8928,Chairs PROD-8928,18.73,9,0.15,-0.19,1.65
ORD-102829,2021-12-15,2021-12-17,Same Day,CUST-9766,Patricia Young,Corporate,South,Furniture,Tables,PROD-2658,Tables PROD-2658,8.41,2,0.25,-1.43,1.11
ORD-102830,2022-01-20,2022-01-23,First Class,CUST-5564,Sandra Jackson,Corporate,South,Office Supplies,Labels,PROD-2190,Labels PROD-2190,30.21,6,0.0,3.93,2.0
ORD-102831,2021-11-26,2021-11-29,Standard Class,CUST-6404,Michael Hall,Home Office,South,Furniture,Tables,PROD-5336,Tables PROD-5336,23.68,3,0.0,6.63,3.13
ORD-102832,2023-07-06,2023-07-13,Same Day,CUST-3216,William Thompson,Home Office,Central,Furniture,Chairs,PROD-2886,Chairs PROD-2886,7.44,3,0.05,1.26,0.49
ORD-102833,2023-04-01,2023-04-04,Same Day,CUST-8491,Thomas Davis,Home Office,Central,Office Supplies,Art,PROD-8171,Art PROD-8171,17.62,6,0.0,1.23,2.19
ORD-102834,2023-03-25,2023-04-01,First Class,CUST-5733,Betty Johnson,Corporate,South,Technology,Accessories,PROD-7308,Accessories PROD-7308,21.66,8,0.0,5.42,2.56
ORD-102835,2025-06-28,2025-07-07,First Class,CUST-1733,Linda Taylor,Corporate,West,Office Supplies,Art,PROD-5542,Art PROD-5542,17.19,5,0.1,1.03,2.09
ORD-102836,2022-04-11,2022-04-12,First Class,CUST-4515,Thomas Davis,Consumer,East,Technology,Phones,PROD-5960,Phones PROD-5960,20.1,8,0.15,2.61,2.96
ORD-102837,2024-01-15,2024-01-16,Standard Class,CUST-8611,Robert Lewis,Corporate,South,Technology,Phones,PROD-9268,Phones PROD-9268,27.59,5,0.05,5.52,3.96
ORD-102838,2021-07-15,2021-07-17,Same Day,CUST-6689,William Lee,Consumer,East,Office Supplies,Storage,PROD-8839,Storage PROD-8839,25.84,9,0.15,2.33,2.41
ORD-102839,2022-09-23,2022-09-26,Same Day,CUST-9048,Anthony Martinez,Home Office,South,Office Supplies,Storage,PROD-3719,Storage PROD-3719,26.54,6,0.05,1.33,3.46
ORD-102840,2022-10-12,2022-10-13,First Class,CUST-3242,Patricia King,Corporate,East,Furniture,Chairs,PROD-1354,Chairs PROD-1354,14.4,9,0.05,3.17,1.33
ORD-102841,2024-05-20,2024-05-27,Same Day,CUST-5919,Michael Lewis,Corporate,West,Office Supplies,Storage,PROD-7016,Storage PROD-7016,19.14,8,0.05,0.96,1.13
ORD-102842,2025-09-25,2025-10-05,Same Day,CUST-5300,Anthony Wilson,Consumer,South,Furniture,Chairs,PROD-1571,Chairs PROD-1571,7.6,6,0.05,1.82,0.62
ORD-102843,2025-09-11,2025-09-14,Same Day,CUST-2675,Susan Johnson,Home Office,West,Office Supplies,Storage,PROD-2542,Storage PROD-2542,21.01,1,0.1,2.1,1.92
